"Product","Category","2-Day","2-Week","2-Month"
"TimeWise Miracle Set - Normal/Dry","skincare","Hey [Name], I wanted to check in — how are you enjoying the skincare routine?","Hey [Name], how are you? Just checking in — the trick with a skincare routine is sticking with it consistently! Week 2-3 is when most people really start noticing a difference! Let me know if you have any questions or need anything!","Hey [Name]! You're probably getting close to finishing your TimeWise Miracle Set — want me to get another one on the way before you run out?"
"TimeWise Miracle Set The Go Set - Combination/Oily","skincare","Hey [Name], I wanted to check in — how are you enjoying the skincare routine?","Hey [Name], how are you? Just checking in — the trick with a skincare routine is sticking with it consistently! Week 2-3 is when most people really start noticing a difference! Let me know if you have any questions or need anything!","Hey [Name]! You're probably getting close to finishing your TimeWise Miracle Set The Go Set — want me to get another one on the way before you run out?"
"TimeWise Miracle Set The Go Set - Normal/Dry","skincare","Hey [Name], I wanted to check in — how are you enjoying the skincare routine?","Hey [Name], how are you? Just checking in — the trick with a skincare routine is sticking with it consistently! Week 2-3 is when most people really start noticing a difference! Let me know if you have any questions or need anything!","Hey [Name]! You're probably getting close to finishing your TimeWise Miracle Set The Go Set — want me to get another one on the way before you run out?"
"TimeWise Nighttime Recovery","skincare","Hey [Name], I wanted to check in — how are you enjoying the skincare routine?","Hey [Name], how are you? Just checking in — the trick with a skincare routine is sticking with it consistently! Week 2-3 is when most people really start noticing a difference! Let me know if you have any questions or need anything!","Hey [Name]! You're probably getting close to finishing your TimeWise Nighttime Recovery — want me to get another one on the way before you run out?"
"TimeWise Pore Minimizer","skincare","Hey [Name], I wanted to check in — how are you enjoying the skincare routine?","Hey [Name], how are you? Just checking in — the trick with a skincare routine is sticking with it consistently! Week 2-3 is when most people really start noticing a difference! Let me know if you have any questions or need anything!","Hey [Name]! You're probably getting close to finishing your TimeWise Pore Minimizer — want me to get another one on the way before you run out?"
"TimeWise Repair Lifting Bio-Cellulose Mask","skincare","Hey [Name], I wanted to check in — how are you enjoying the mask?","Hey [Name], how are you? Just checking in — the trick with a mask is sticking with it consistently! Week 2-3 is when most people really start noticing a difference! Let me know if you have any questions or need anything!","Hey [Name]! You're probably getting close to finishing your TimeWise Repair Lifting Bio-Cellulose Mask — want me to get another one on the way before you run out?"
"TimeWise Repair Revealing Radiance Facial Peel","skincare","Hey [Name], I wanted to check in — how are you enjoying the repair treatment?","Hey [Name], how are you? Just checking in — the trick with a repair treatment is sticking with it consistently! Week 2-3 is when most people really start noticing a difference! Let me know if you have any questions or need anything!","Hey [Name]! You're probably getting close to finishing your TimeWise Repair Revealing Radiance Facial Peel — want me to get another one on the way before you run out?"
"TimeWise Repair Ultimate Volu-Firm Set","skincare","Hey [Name], I wanted to check in — how are you enjoying the repair treatment?","Hey [Name], how are you? Just checking in — the trick with a repair treatment is sticking with it consistently! Week 2-3 is when most people really start noticing a difference! Let me know if you have any questions or need anything!","Hey [Name]! You're probably getting close to finishing your TimeWise Repair Ultimate Volu-Firm Set — want me to get another one on the way before you run out?"
"TimeWise Repair Volu-Fill Deep Wrinkle Filler","skincare","Hey [Name], I wanted to check in — how are you enjoying the repair treatment?","Hey [Name], how are you? Just checking in — the trick with a repair treatment is sticking with it consistently! Week 2-3 is when most people really start noticing a difference! Let me know if you have any questions or need anything!","Hey [Name]! You're probably getting close to finishing your TimeWise Repair Volu-Fill Deep Wrinkle Filler — want me to get another one on the way before you run out?"
"TimeWise Repair Volu-Fill Deep Wrinkle Filler (Old SKU)","skincare","Hey [Name], I wanted to check in — how are you enjoying the repair treatment?","Hey [Name], how are you? Just checking in — the trick with a repair treatment is sticking with it consistently! Week 2-3 is when most people really start noticing a difference! Let me know if you have any questions or need anything!","Hey [Name]! You're probably getting close to finishing your TimeWise Repair Volu-Fill Deep Wrinkle Filler (Old SKU) — want me to get another one on the way before you run out?"
